14688

H,13.0584,17.01388,16.9704
O,16.37311,13.08906,16.33288
H,17.03457,13.12668,17.02374
H,16.16997,14.00539,16.14497
O,10.25237,10.25237,15.71263
H,10.10154,10.02603,14.79489
H,11.16961,10.02692,15.86779
O,13.97679,8.5662,13.97679
H,13.70421,9.01927,14.7747
H,14.7747,9.01927,13.70421
O,12.8937,9.64929,16.31571
H,13.26862,10.43402,16.71554
H,12.90734,8.99441,17.01369
O,8.53121,13.9656,13.98761
H,8.89891,13.5635,14.7746
H,8.55663,13.27135,13.32912
O,9.59189,12.87594,16.33288
H,10.39794,13.24711,16.6917
H,9.81892,11.97105,16.11872
O,15.71263,10.25237,10.25237
H,14.79478,10.10734,10.02268
H,15.87752,11.16543,10.01705
O,16.31571,9.64929,12.8937
H,16.11118,9.86664,11.98422
H,16.68533,10.45466,13.25562
O,16.37311,12.87594,9.63213
H,15.57951,13.33442,9.35602
H,16.64109,13.32245,10.43528
O,14.04646,14.01471,8.58016
H,13.35308,13.35482,8.5826
H,13.63522,14.7963,8.94925
O,10.25237,15.71263,10.25237
H,11.15567,15.93656,10.02844
H,9.71933,16.27481,9.69019
O,9.64929,16.31571,12.8937
H,9.27152,15.5136,13.25446
H,9.85323,16.09707,11.98439
O,12.8937,16.31571,9.64929
H,12.9066,17.01388,8.99459
H,13.24878,16.72167,10.44008
O,7.05763,7.05763,15.71263
H,7.26711,7.27823,14.80506
H,7.62476,7.62521,16.2346
O,3.33321,8.7438,13.97679
H,3.60579,8.29073,14.7747
H,2.5353,8.29073,13.70421
O,4.4163,7.66071,16.31571
H,4.05438,6.85534,16.68533
H,5.32578,7.44336,16.11118
O,8.77879,3.34441,13.98761
H,8.33196,3.61954,14.78816
H,8.31747,2.55096,13.71586
O,7.71811,4.43406,16.33288
H,6.91206,4.06289,16.6917
H,7.49108,5.33895,16.11872
O,1.59737,1.59737,15.71263
H,1.43248,2.51042,15.94795
H,2.51522,1.45234,15.94232
O,0.99429,0.99429,13.0713
H,0.62467,1.79966,12.70938
H,1.19882,1.21164,13.98078
O,4.2387,0.99429,16.31571
H,4.59378,0.58833,15.52492
H,4.2516,0.29612,16.9704
O,0.93689,4.22094,16.33288
H,1.74161,4.66336,16.60293
H,0.67474,4.66932,15.52885
O,7.05763,1.59737,10.25237
H,7.59067,1.03519,9.69019
H,6.15433,1.37344,10.02844
O,7.66071,0.99429,12.8937
H,8.33726,0.31774,12.86551
H,7.47179,1.18321,11.97454
O,4.4163,0.99429,9.64929
H,3.95982,1.79483,9.39044
H,3.98001,0.71929,10.45568
O,3.32578,3.34106,8.5909
H,4.00494,4.01486,8.55977
H,3.13755,3.14743,7.67258
O,1.59737,7.05763,10.25237
H,1.3601,6.1576,10.02904
H,1.03889,7.59862,9.6941
O,0.99429,7.66071,12.8937
H,1.18321,7.47179,11.97454
H,0.31774,8.33726,12.86551
O,0.93689,4.43406,9.63213
H,1.73034,4.05962,9.24942
H,0.29735,4.42012,8.92008
O,7.05763,15.71263,7.05763
H,6.14021,15.93879,7.2107
H,7.2107,15.93879,6.14021
O,7.66071,16.31571,4.4163
H,8.35869,16.97059,4.40266
H,8.06054,15.53098,4.04138
O,4.4163,16.31571,7.66071
H,4.03818,15.5301,8.05577
H,4.40081,16.96784,8.36122
O,8.7438,13.97679,3.33321
H,8.7309,13.27862,3.98791
H,8.38872,13.57083,2.54242
O,3.32578,13.96894,8.7191
H,2.53558,13.56369,8.36192
H,3.97867,13.269,8.71198
O,1.59737,10.25237,7.05763
H,2.51469,10.10393,7.28723
H,1.43557,11.16569,7.29405
O,0.99429,9.64929,4.4163
H,1.19882,9.86664,5.32578
H,0.62467,10.45466,4.05438
O,3.33321,8.5662,3.33321
H,3.11586,7.65672,3.12868
H,2.52784,8.92812,3.70283
O,0.93689,12.87594,7.67788
H,0.54043,13.26009,6.89591
H,0.24131,12.89787,8.33508
O,7.05763,10.25237,1.59737
H,7.59067,9.69019,1.03519
H,6.15433,10.02844,1.37344
O,4.4163,9.64929,0.99429
H,4.40266,8.95131,0.33941
H,4.04138,9.24946,1.77902
O,7.71811,12.87594,0.97713
H,8.37957,12.83832,0.28627
H,7.51497,11.95961,1.16503
O,1.59737,15.71263,1.59737
H,1.37344,15.93656,2.50067
H,1.03519,16.27481,1.06433
O,0.99429,16.31571,4.2387
H,1.78375,16.71722,4.6017
H,0.34106,17.01522,4.25281
O,4.2387,16.31571,0.99429
H,3.32922,16.09836,1.19882
H,4.60062,15.51034,0.62467
O,0.93689,13.08906,0.97713
H,1.16392,13.99395,1.19129
H,1.74294,12.71789,0.61831
O,15.71263,7.05763,7.05763
H,15.93656,7.28156,6.15433
H,16.27481,7.61981,7.59067
O,16.31571,7.66071,4.4163
H,16.71554,6.87598,4.04138
H,17.01369,8.31559,4.40266
O,13.97679,8.7438,3.33321
H,14.76322,8.36955,3.73032
H,13.32694,8.73773,4.03598
O,16.37311,4.43406,7.67788
H,16.13596,5.33719,7.4673
H,15.57173,4.05295,8.03674
O,14.04646,3.29529,8.72984
H,13.36439,3.96665,8.74704
H,14.22237,3.10822,9.65195
O,10.25237,1.59737,7.05763
H,11.16979,1.4443,7.28379
H,10.0993,2.51479,7.28379
O,9.64929,0.99429,4.4163
H,9.85382,1.21164,5.32578
H,9.27967,1.79966,4.05438
O,12.8937,0.99429,7.66071
H,13.32906,0.71297,6.856
H,13.36996,1.78001,7.92915
O,8.5662,3.33321,3.33321
H,8.91702,3.71009,2.52629
H,7.65537,3.12538,3.12483
O,15.71263,1.59737,1.59737
H,15.9499,2.4974,1.37404
H,16.27111,1.05638,1.0391
O,16.31571,0.99429,4.2387
H,15.50775,0.62425,4.59437
H,16.10454,1.20109,3.32828
O,13.0713,0.99429,0.99429
H,12.72048,0.61741,1.80121
H,13.98213,1.20212,1.20267
O,16.37311,4.22094,0.97713
H,15.58103,4.59514,0.59135
H,17.0149,4.23351,0.26707
O,10.25237,7.05763,1.59737
H,10.00587,6.14631,1.43937
H,10.0289,7.21098,2.5154
O,12.8937,7.66071,0.99429
H,11.98422,7.45618,1.21164
H,13.25562,8.03033,1.79966
O,9.59189,4.43406,0.97713
H,10.38397,4.05986,0.59135
H,8.9501,4.42149,0.26707
O,11.38513,2.73013,14.57987
H,11.53976,2.95616,15.49706
H,10.46925,2.96231,14.4266
O,11.98821,3.33321,17.2212
H,12.68619,3.98809,17.23484
H,12.38804,2.54848,17.59612
O,12.04561,0.10656,13.95962
H,11.23956,-0.26461,13.6008
H,11.81858,1.01145,14.17378
O,2.73013,11.38513,14.57987
H,2.95629,10.46771,14.4268
H,2.95629,11.5382,15.49729
O,3.33321,11.98821,17.2212
H,3.73304,11.20348,17.59612
H,4.03119,12.64309,17.23484
O,0.0888,11.98821,13.97679
H,-0.26202,12.36509,14.78371
H,0.99963,11.78038,14.18517
O,14.57987,5.92487,14.57987
H,14.35436,6.8274,14.35447
H,14.01672,5.38993,14.02047
O,13.97679,5.32179,17.2212
H,13.60717,6.12716,17.58312
H,14.18132,5.53914,16.31172
O,17.2212,5.32179,13.97679
H,17.58312,6.12716,13.60717
H,16.31172,5.53914,14.18132
O,5.92487,14.57987,14.57987
H,6.84219,14.43143,14.35027
H,5.76307,15.49319,14.34345
O,5.32179,13.97679,17.2212
H,5.53296,14.18359,16.31078
H,6.12975,13.60675,17.57687
O,5.26439,17.20344,13.95962
H,6.05647,17.57764,13.57385
H,4.6226,17.21601,13.24956
O,2.73013,2.73013,5.92487
H,1.81228,2.87516,5.69518
H,2.89502,1.81708,5.68955
O,0.0888,3.33321,5.32179
H,-0.35044,3.60538,6.12754
H,-0.36827,2.53489,5.05719
O,3.39061,0.10656,5.30462
H,3.78707,-0.27759,6.08659
H,4.08619,0.08463,4.64742
O,2.73013,14.57987,11.38513
H,2.95217,14.35267,10.48219
H,3.29371,14.01991,11.91903
O,0.0888,13.97679,11.98821
H,1.00796,14.16571,11.79929
H,0.11699,13.30024,12.66476
O,3.39061,17.20344,12.00537
H,3.16358,16.29855,11.79121
H,2.58456,17.57461,12.36419
O,14.57987,2.73013,11.38513
H,15.49772,2.87516,11.61482
H,14.41498,1.81707,11.62045
O,17.2212,3.33321,11.98821
H,17.57628,3.73917,11.19742
H,17.2341,4.03138,12.64291
O,13.91939,0.10656,12.00537
H,13.2776,0.09399,12.71543
H,14.71147,-0.26764,12.39115
O,14.57987,14.57987,5.92487
H,15.49674,14.35765,5.763
H,14.44142,14.36965,6.84838
O,17.2212,13.97679,5.32179
H,17.59612,14.76152,4.92196
H,17.23484,13.32191,4.62381
O,13.91939,17.20344,5.30462
H,13.25793,17.16582,4.61376
H,14.12253,16.28711,5.49253
O,5.92487,2.73013,2.73013
H,5.36421,3.27049,3.28682
H,5.6881,1.82983,2.95291
O,5.32179,3.33321,0.0888
H,5.52632,3.11586,0.99828
H,4.95217,2.52784,-0.27312
O,5.26439,0.10656,3.35037
H,6.06911,-0.33586,3.62042
H,5.00224,-0.34182,2.54634
O,2.73013,5.92487,2.73013
H,1.82683,5.70085,2.95395
H,3.26316,5.35892,3.28854
O,3.33321,5.32179,0.0888
H,4.00976,4.64524,0.11699
H,3.14429,5.51071,1.00796
O,0.0888,5.32179,3.33321
H,0.0759,4.62362,3.98791
H,-0.26628,4.91583,2.54242
O,14.57987,11.38513,2.73013
H,14.35371,10.46771,2.8832
H,14.35371,11.5382,1.81271
O,13.97679,11.98821,0.0888
H,13.32356,12.68772,0.07469
H,14.76625,12.38972,-0.2742
O,17.2212,11.98821,3.33321
H,16.31037,11.78038,3.12483
H,17.57202,12.36509,2.52629
O,11.38513,14.57987,2.73013
H,10.48234,14.35492,2.95508
H,11.91945,14.0183,3.29172
O,11.98821,13.97679,0.0888
H,12.35783,14.78216,-0.27312
H,11.78368,14.19414,0.99828
O,12.04561,17.20344,3.35037
H,11.23956,17.57461,3.70919
H,11.81858,16.29855,3.13621
O,0.0,0.0,0.0
H,-0.53524,-0.53524,-0.58588
H,0.53524,0.53524,-0.58588
O,4.32748,4.31665,4.31671
H,4.86142,4.85453,4.90137
H,3.79093,3.78405,4.9038
O,8.655,8.655,0.0
H,9.24088,9.19024,-0.53524
H,9.24088,8.11976,0.53524
O,0.0,8.655,8.655
H,0.53524,9.24088,8.11976
H,-0.53524,9.24088,9.19024
O,8.655,0.0,8.655
H,8.11976,-0.53524,8.06912
H,9.19024,0.53524,8.06912
O,12.98252,12.99335,4.31671
H,13.56838,13.52462,4.85592
H,13.56837,12.45413,3.78543
O,4.32748,12.99335,12.99329
H,4.86407,13.52592,13.58037
H,3.79358,12.45544,13.57796
O,12.98252,4.31665,12.9933
H,12.44593,3.72957,13.52588
H,13.51643,3.73198,12.4554
O,-11.37513,5.92487,23.224870000000003
H,-11.540020000000002,6.83792,22.98955
H,-10.45728,5.77984,22.99518
O,-11.97821,5.32179,25.8662
H,-11.760860000000001,5.52632,24.95672
H,-11.17284,4.95217,26.22812
O,-9.63929,4.2387,26.94929
H,-9.269670000000001,4.60062,27.75466
H,-9.843820000000001,3.32922,27.16664
O,-7.65071,4.2387,24.96071
H,-8.348690000000001,4.25234,25.61559
H,-8.050540000000002,4.61362,24.175980000000003
O,-8.7338,5.32179,22.62179
H,-8.71831,4.66966,21.92128
H,-8.355680000000001,6.1074,22.22673
O,-13.061300000000001,7.66071,26.94929
H,-12.699380000000001,6.85534,26.57967
H,-13.970780000000001,7.44336,27.153820000000003
O,-13.09629,9.63809,24.94989
H,-13.07305,8.98285,25.647280000000002
H,-12.71357,10.42187,25.34415
O,-12.035610000000002,8.54844,22.60462
H,-12.433800000000002,8.92706,23.38841
H,-12.73096,8.57135,21.947200000000002
O,-9.708960000000001,9.68721,21.55266
H,-10.512780000000001,9.29891,21.89812
H,-9.908710000000001,9.87671,20.635920000000002
O,-7.643280000000001,7.66856,21.5634
H,-8.29987,8.36495,21.57642
H,-6.854370000000001,8.07583,21.92115
O,-5.9148700000000005,11.38513,23.224870000000003
H,-5.6904900000000005,11.60961,24.12792
H,-5.35486,11.94889,22.69121
O,-5.31179,11.98821,25.8662
H,-6.1097,12.26079,26.319270000000003
H,-5.039210000000001,11.1903,26.319270000000003
O,-7.65071,13.0713,26.94929
H,-8.32726,13.09949,26.27274
H,-7.461790000000001,13.99046,27.13821
O,-9.63929,13.0713,24.96071
H,-9.269670000000001,12.70938,24.155340000000002
H,-9.843820000000001,13.98078,24.743360000000003
O,-8.5562,11.98821,22.62179
H,-7.648770000000001,11.75854,22.821910000000003
H,-8.93178,11.18681,22.2572
O,-4.2287,9.64929,26.94929
H,-4.5839500000000015,9.23914,27.73784
H,-4.23142,8.95167,26.29389
O,-4.193710000000001,7.6719,24.94989
H,-3.2856900000000007,7.44697,24.74707
H,-4.562840000000001,6.86979,25.319470000000003
O,-5.254390000000001,8.76156,22.60462
H,-5.478810000000001,9.66486,22.82804
H,-4.892610000000001,8.39732,23.4125
O,-11.37513,11.38513,28.68513
H,-11.61289,10.48536,28.909010000000002
H,-11.931450000000002,11.92674,29.244950000000003
O,-11.97821,11.98821,26.0438
H,-11.17284,12.35783,25.68188
H,-11.760860000000001,11.78368,26.95328
O,-8.7338,11.98821,29.28821
H,-8.37188,12.35783,28.482840000000003
H,-9.64328,11.78368,29.070860000000003
O,-12.035610000000002,8.76156,29.30537
H,-12.73445,8.73596,29.95898
H,-12.426950000000001,8.37812,28.52048
O,-9.708960000000001,7.62279,30.35734
H,-9.425550000000001,6.83584,29.891910000000003
H,-10.501570000000001,7.90076,29.89828
O,-7.643280000000001,9.64144,30.346600000000002
H,-8.346250000000001,8.99183,30.338610000000003
H,-8.04204,10.43107,29.98094
O,-5.9148700000000005,5.92487,28.68513
H,-5.677110000000001,6.82464,28.909010000000002
H,-5.358550000000001,5.38326,29.244950000000003
O,-5.31179,5.32179,26.0438
H,-5.52914,5.52632,26.95328
H,-6.11716,4.95217,25.68188
O,-8.5562,5.32179,29.28821
H,-7.638720000000001,5.51484,29.09534
H,-8.522060000000002,4.64916,29.968380000000003
O,-5.254390000000001,8.54844,29.30537
H,-6.046090000000001,8.92365,29.69094
H,-4.609620000000001,8.57004,30.012500000000003
O,-1.58737,15.71263,33.01263
H,-2.50479,15.93879,33.1657
H,-1.4343000000000004,15.93879,32.09521
O,-0.9842900000000014,16.31571,30.3713
H,-0.58446,15.53098,29.996380000000002
H,-0.2863100000000003,16.97059,30.357660000000003
O,-4.2287,16.31571,33.61571
H,-4.583780000000001,16.72167,32.82492
H,-4.2416,17.01388,34.2704
O,-0.9268900000000002,13.08906,33.63288
H,-0.26543000000000205,13.12668,34.32374
H,-1.1300300000000014,14.00539,33.44497
O,-7.04763,10.25237,33.01263
H,-7.198460000000001,10.02603,32.09489
H,-6.13039,10.02692,33.16779
O,-3.3232100000000013,8.5662,31.27679
H,-3.595790000000001,9.01927,32.0747
H,-2.5253000000000014,9.01927,31.00421
O,-4.4063,9.64929,33.61571
H,-4.03138,10.43402,34.01554
H,-4.392660000000001,8.99441,34.31369
O,-8.768790000000001,13.9656,31.28761
H,-8.40109,13.5635,32.074600000000004
H,-8.74337,13.27135,30.62912
O,-7.708110000000001,12.87594,33.63288
H,-6.9020600000000005,13.24711,33.9917
H,-7.48108,11.97105,33.41872
O,-1.58737,10.25237,27.552370000000003
H,-2.5052200000000013,10.10734,27.32268
H,-1.4224800000000002,11.16543,27.317050000000002
O,-0.9842900000000014,9.64929,30.1937
H,-1.1888199999999998,9.86664,29.28422
H,-0.6146700000000003,10.45466,30.55562
O,-0.9268900000000002,12.87594,26.93213
H,-1.7204899999999999,13.33442,26.656019999999998
H,-0.6589100000000023,13.32245,27.735280000000003
O,-3.253540000000001,14.01471,25.88016
H,-3.9469200000000004,13.35482,25.8826
H,-3.6647800000000004,14.7963,26.24925
O,-7.04763,15.71263,27.552370000000003
H,-6.14433,15.93656,27.32844
H,-7.580670000000001,16.27481,26.99019
O,-7.65071,16.31571,30.1937
H,-8.02848,15.5136,30.55446
H,-7.446770000000001,16.09707,29.284390000000002
O,-4.4063,16.31571,26.94929
H,-4.3934000000000015,17.01388,26.29459
H,-4.051220000000001,16.72167,27.74008
O,-10.242370000000001,7.05763,33.01263
H,-10.032890000000002,7.27823,32.10506
H,-9.67524,7.62521,33.5346
O,-13.966790000000001,8.7438,31.27679
H,-13.694210000000002,8.29073,32.0747
H,-14.764700000000001,8.29073,31.00421
O,-12.883700000000001,7.66071,33.61571
H,-13.24562,6.85534,33.985330000000005
H,-11.97422,7.44336,33.41118
O,-8.52121,3.34441,31.28761
H,-8.96804,3.61954,32.08816
H,-8.98253,2.55096,31.01586
O,-9.581890000000001,4.43406,33.63288
H,-10.38794,4.06289,33.9917
H,-9.80892,5.33895,33.41872
O,-15.702630000000001,1.59737,33.01263
H,-15.86752,2.51042,33.24795
H,-14.784780000000001,1.45234,33.24232
O,-16.30571,0.99429,30.3713
H,-16.675330000000002,1.79966,30.00938
H,-16.10118,1.21164,31.28078
O,-13.061300000000001,0.99429,33.61571
H,-12.706220000000002,0.58833,32.82492
H,-13.0484,0.29612,34.2704
O,-16.36311,4.22094,33.63288
H,-15.558390000000001,4.66336,33.90293
H,-16.62526,4.66932,32.82885
O,-10.242370000000001,1.59737,27.552370000000003
H,-9.709330000000001,1.03519,26.99019
H,-11.14567,1.37344,27.32844
O,-9.63929,0.99429,30.1937
H,-8.96274,0.31774,30.16551
H,-9.82821,1.18321,29.274540000000002
O,-12.883700000000001,0.99429,26.94929
H,-13.34018,1.79483,26.690440000000002
H,-13.31999,0.71929,27.755679999999998
O,-13.97422,3.34106,25.890900000000002
H,-13.29506,4.01486,25.85977
H,-14.16245,3.14743,24.97258
O,-15.702630000000001,7.05763,27.552370000000003
H,-15.939900000000002,6.1576,27.32904
H,-16.261110000000002,7.59862,26.994100000000003
O,-16.30571,7.66071,30.1937
H,-16.11679,7.47179,29.274540000000002
H,-16.98226,8.33726,30.16551
O,-16.36311,4.43406,26.93213
H,-15.56966,4.05962,26.54942
H,-17.00265,4.42012,26.220080000000003
O,-10.242370000000001,15.71263,24.35763
H,-11.159790000000001,15.93879,24.5107
H,-10.089300000000001,15.93879,23.44021
O,-9.63929,16.31571,21.7163
H,-8.941310000000001,16.97059,21.70266
H,-9.239460000000001,15.53098,21.34138
O,-12.883700000000001,16.31571,24.96071
H,-13.26182,15.5301,25.35577
H,-12.89919,16.96784,25.66122
O,-8.5562,13.97679,20.633210000000002
H,-8.5691,13.27862,21.28791
H,-8.911280000000001,13.57083,19.84242
O,-13.97422,13.96894,26.0191
H,-14.764420000000001,13.56369,25.661920000000002
H,-13.32133,13.269,26.01198
O,-15.702630000000001,10.25237,24.35763
H,-14.78531,10.10393,24.58723
H,-15.86443,11.16569,24.594050000000003
O,-16.30571,9.64929,21.7163
H,-16.10118,9.86664,22.62578
H,-16.675330000000002,10.45466,21.35438
O,-13.966790000000001,8.5662,20.633210000000002
H,-14.184140000000001,7.65672,20.42868
H,-14.772160000000001,8.92812,21.00283
O,-16.36311,12.87594,24.97788
H,-16.75957,13.26009,24.19591
H,-17.058690000000002,12.89787,25.635080000000002
O,-10.242370000000001,10.25237,18.897370000000002
H,-9.709330000000001,9.69019,18.33519
H,-11.14567,10.02844,18.67344
O,-12.883700000000001,9.64929,18.29429
H,-12.89734,8.95131,17.63941
H,-13.25862,9.24946,19.07902
O,-9.581890000000001,12.87594,18.27713
H,-8.920430000000001,12.83832,17.58627
H,-9.78503,11.95961,18.465030000000002
O,-15.702630000000001,15.71263,18.897370000000002
H,-15.92656,15.93656,19.80067
H,-16.26481,16.27481,18.364330000000002
O,-16.30571,16.31571,21.5387
H,-15.516250000000001,16.71722,21.9017
H,-16.958940000000002,17.01522,21.55281
O,-13.061300000000001,16.31571,18.29429
H,-13.970780000000001,16.09836,18.498820000000002
H,-12.699380000000001,15.51034,17.92467
O,-16.36311,13.08906,18.27713
H,-16.13608,13.99395,18.49129
H,-15.55706,12.71789,17.91831
O,-1.58737,7.05763,24.35763
H,-1.3634400000000007,7.28156,23.45433
H,-1.025190000000002,7.61981,24.89067
O,-0.9842900000000014,7.66071,21.7163
H,-0.58446,6.87598,21.34138
H,-0.2863100000000003,8.31559,21.70266
O,-3.3232100000000013,8.7438,20.633210000000002
H,-2.5367800000000003,8.36955,21.03032
H,-3.9730600000000003,8.73773,21.33598
O,-0.9268900000000002,4.43406,24.97788
H,-1.16404,5.33719,24.7673
H,-1.7282700000000002,4.05295,25.33674
O,-3.253540000000001,3.29529,26.02984
H,-3.9356100000000005,3.96665,26.047040000000003
H,-3.077630000000001,3.10822,26.95195
O,-7.04763,1.59737,24.35763
H,-6.13021,1.4443,24.58379
H,-7.200700000000001,2.51479,24.58379
O,-7.65071,0.99429,21.7163
H,-7.44618,1.21164,22.62578
H,-8.020330000000001,1.79966,21.35438
O,-4.4063,0.99429,24.96071
H,-3.9709400000000006,0.71297,24.156
H,-3.93004,1.78001,25.22915
O,-8.7338,3.33321,20.633210000000002
H,-8.38298,3.71009,19.82629
H,-9.644630000000001,3.12538,20.42483
O,-1.58737,1.59737,18.897370000000002
H,-1.3501000000000012,2.4974,18.67404
H,-1.0288900000000005,1.05638,18.339100000000002
O,-0.9842900000000014,0.99429,21.5387
H,-1.792250000000001,0.62425,21.894370000000002
H,-1.1954600000000006,1.20109,20.62828
O,-4.2287,0.99429,18.29429
H,-4.5795200000000005,0.61741,19.101210000000002
H,-3.317870000000001,1.20212,18.502670000000002
O,-0.9268900000000002,4.22094,18.27713
H,-1.7189700000000006,4.59514,17.89135
H,-0.2850999999999999,4.23351,17.56707
O,-7.04763,7.05763,18.897370000000002
H,-7.294130000000001,6.14631,18.73937
H,-7.271100000000001,7.21098,19.8154
O,-4.4063,7.66071,18.29429
H,-5.31578,7.45618,18.51164
H,-4.04438,8.03033,19.09966
O,-7.708110000000001,4.43406,18.27713
H,-6.916030000000001,4.05986,17.89135
H,-8.3499,4.42149,17.56707
O,-5.9148700000000005,2.73013,31.87987
H,-5.760240000000001,2.95616,32.79706
H,-6.83075,2.96231,31.7266
O,-5.31179,3.33321,34.5212
H,-4.613810000000001,3.98809,34.53484
H,-4.9119600000000005,2.54848,34.896119999999996
O,-5.254390000000001,0.10656,31.259619999999998
H,-6.06044,-0.26461,30.9008
H,-5.48142,1.01145,31.47378
O,-14.569870000000002,11.38513,31.87987
H,-14.343710000000002,10.46771,31.7268
H,-14.343710000000002,11.5382,32.797290000000004
O,-13.966790000000001,11.98821,34.5212
H,-13.566960000000002,11.20348,34.896119999999996
H,-13.268810000000002,12.64309,34.53484
O,-17.2112,11.98821,31.27679
H,-17.56202,12.36509,32.083709999999996
H,-16.30037,11.78038,31.48517
O,-2.720130000000001,5.92487,31.87987
H,-2.945640000000001,6.8274,31.65447
H,-3.2832800000000013,5.38993,31.32047
O,-3.3232100000000013,5.32179,34.5212
H,-3.6928300000000007,6.12716,34.883120000000005
H,-3.1186800000000012,5.53914,33.611720000000005
O,-0.07880000000000109,5.32179,31.27679
H,0.28312000000000026,6.12716,30.90717
H,-0.9882799999999996,5.53914,31.48132
O,-11.37513,14.57987,31.87987
H,-10.45781,14.43143,31.65027
H,-11.536930000000002,15.49319,31.64345
O,-11.97821,13.97679,34.5212
H,-11.767040000000001,14.18359,33.610780000000005
H,-11.170250000000001,13.60675,34.87687
O,-12.035610000000002,17.20344,31.259619999999998
H,-11.24353,17.57764,30.87385
H,-12.6774,17.21601,30.54956
O,-14.569870000000002,2.73013,23.224870000000003
H,-15.487720000000001,2.87516,22.99518
H,-14.40498,1.81708,22.98955
O,-17.2112,3.33321,22.62179
H,-17.65044,3.60538,23.42754
H,-17.66827,2.53489,22.357190000000003
O,-13.90939,0.10656,22.60462
H,-13.51293,-0.27759,23.38659
H,-13.21381,0.08463,21.94742
O,-14.569870000000002,14.57987,28.68513
H,-14.34783,14.35267,27.78219
H,-14.00629,14.01991,29.21903
O,-17.2112,13.97679,29.28821
H,-16.29204,14.16571,29.09929
H,-17.18301,13.30024,29.96476
O,-13.90939,17.20344,29.30537
H,-14.136420000000001,16.29855,29.09121
H,-14.715440000000001,17.57461,29.66419
O,-2.720130000000001,2.73013,28.68513
H,-1.8022800000000014,2.87516,28.91482
H,-2.885020000000001,1.81707,28.920450000000002
O,-0.07880000000000109,3.33321,29.28821
H,0.27627999999999986,3.73917,28.497419999999998
H,-0.06589999999999918,4.03138,29.94291
O,-3.380610000000001,0.10656,29.30537
H,-4.022400000000001,0.09399,30.015430000000002
H,-2.5885300000000004,-0.26764,29.69115
O,-2.720130000000001,14.57987,23.224870000000003
H,-1.8032599999999999,14.35765,23.063000000000002
H,-2.85858,14.36965,24.14838
O,-0.07880000000000109,13.97679,22.62179
